domain,task,encoder,num_samples,train_size,val_size,test_size,num_classes,min_class_frac,task_type,source,knn_accuracy,linear_accuracy,mlp_accuracy,tabicl_zeroshot_accuracy,xgboost_accuracy,knn_auroc,linear_auroc,mlp_auroc,tabicl_zeroshot_auroc,xgboost_auroc,ours_seed42_regime,ours_seed42_accuracy,ours_seed42_auroc,ours_seed123_regime,ours_seed123_accuracy,ours_seed123_auroc,ours_seed456_regime,ours_seed456_accuracy,ours_seed456_auroc,ours_seed789_regime,ours_seed789_accuracy,ours_seed789_auroc,ours_lodo_accuracy,ours_lodo_auroc
graphs,graph_nci1,pyg_gcn,4110,2466,822,822,2,0.4995,binary,PyG TUDataset (NCI1),0.6970802919708029,0.7104622871046229,0.7092457420924574,0.5559610705596107,0.7335766423357665,0.7495752452329787,0.7567975562541069,0.7375222737255877,0.5755945086756531,0.8011437299092475,seen,0.7639902676399026,0.833555330598327,seen,0.7566909975669099,0.8338542869151851,seen,0.7469586374695864,0.8265638967327923,seen,0.7506082725060828,0.8333451731874664,0.7493917274939172,0.8327176609184175
graphs,graph_nci1,pyg_gin,4110,2466,822,822,2,0.4995,binary,PyG TUDataset (NCI1),0.745742092457421,0.7445255474452555,0.7396593673965937,0.44282238442822386,0.7530413625304136,0.8090290727618236,0.7940575772106488,0.8077326087342604,0.44041889403922546,0.8272150887101071,seen,0.7858880778588808,0.864179113313324,seen,0.7688564476885644,0.8533219670733657,seen,0.7858880778588808,0.8609349932808827,seen,0.7834549878345499,0.8578181516803713,0.7749391727493917,0.8622758567614448
graphs,graph_nci1,pyg_sage,4110,2466,822,822,2,0.4995,binary,PyG TUDataset (NCI1),0.7214111922141119,0.7141119221411192,0.7384428223844283,0.6070559610705596,0.7481751824817519,0.7662871993417041,0.7640435469835012,0.795650037591537,0.6729447493206884,0.8134838178793637,unseen_encoders,0.7737226277372263,0.8464607716032938,unseen_encoders,0.7603406326034063,0.8357545835035314,unseen_encoders,0.7579075425790754,0.8385162294800529,unseen_encoders,0.7603406326034063,0.8387175070003139,0.7579075425790754,0.83415916315911
graphs,graph_proteins,pyg_gat,1113,781,166,166,2,0.4043,,TUDataset (PROTEINS),0.7469879518072289,0.7228915662650602,0.7650602409638554,0.6626506024096386,0.7349397590361446,0.8073270013568521,0.742499623096638,0.763681592039801,0.7780793004673602,0.7994120307553143,seen,0.7048192771084337,0.7893110206543043,seen,0.6927710843373494,0.7910447761194029,unseen_tasks,0.7228915662650602,0.7799638172772502,seen,0.7168674698795181,0.8067239559776874,0.7108433734939759,0.8010704055480176
graphs,graph_proteins,pyg_gcn,1113,781,166,166,2,0.4043,,TUDataset (PROTEINS),0.7168674698795181,0.7228915662650602,0.7409638554216867,0.5963855421686747,0.6987951807228916,0.7418965777174732,0.7189808533092115,0.7379767827529021,0.6410372380521634,0.7595356550580431,seen,0.7409638554216867,0.7544097693351425,seen,0.7168674698795181,0.7969998492386552,unseen_tasks,0.7108433734939759,0.8071762400120609,seen,0.7409638554216867,0.8132820744761043,0.7409638554216867,0.8007688828584351
graphs,graph_proteins,pyg_gin,1113,781,166,166,2,0.4043,,TUDataset (PROTEINS),0.7168674698795181,0.7469879518072289,0.7590361445783133,0.608433734939759,0.7650602409638554,0.8028795416855119,0.7963214231870949,0.8344640434192673,0.6368913010704055,0.8400422131765416,seen,0.7228915662650602,0.8199909543193125,seen,0.7650602409638554,0.838459219056234,unseen_tasks,0.7771084337349398,0.8692145333936379,seen,0.7530120481927711,0.836574702246344,0.7469879518072289,0.8371777476255089
graphs,graph_proteins,pyg_sage,1113,781,166,166,2,0.4043,,TUDataset (PROTEINS),0.7289156626506024,0.7530120481927711,0.7409638554216867,0.42168674698795183,0.6927710843373494,0.7602140811096034,0.7875772651892055,0.7682798130559325,0.3892657922508669,0.7782300618121514,unseen_encoders,0.7228915662650602,0.7883310719131614,unseen_encoders,0.6927710843373494,0.8025026383235339,unseen_both,0.7409638554216867,0.8343886627468717,unseen_encoders,0.7530120481927711,0.8390622644353988,0.7650602409638554,0.8348409467812452
graphs,graph_ptc_mr,pyg_gat,344,206,69,69,2,0.4419,binary,PyG TUDataset (PTC_MR),0.5797101449275363,0.6231884057971014,0.5217391304347826,0.6231884057971014,0.6231884057971014,0.5751273344651954,0.5033955857385399,0.48132427843803055,0.6595925297113752,0.6107809847198642,seen,0.463768115942029,0.467741935483871,seen,0.5797101449275363,0.4770797962648557,seen,0.6231884057971014,0.5513582342954159,seen,0.6376811594202898,0.5802207130730052,0.5797101449275363,0.562818336162988
graphs,graph_ptc_mr,pyg_gcn,344,206,69,69,2,0.4419,binary,PyG TUDataset (PTC_MR),0.5797101449275363,0.5217391304347826,0.5362318840579711,0.4782608695652174,0.5797101449275363,0.5857385398981323,0.532258064516129,0.5203735144312394,0.46477079796264853,0.5611205432937182,seen,0.6521739130434783,0.7228353140916808,seen,0.6376811594202898,0.5764006791171477,seen,0.6086956521739131,0.5929541595925297,seen,0.5652173913043478,0.5475382003395586,0.4782608695652174,0.5929541595925298
graphs,graph_ptc_mr,pyg_gin,344,206,69,69,2,0.4419,binary,PyG TUDataset (PTC_MR),0.5942028985507246,0.5507246376811594,0.5797101449275363,0.4492753623188406,0.5652173913043478,0.6494057724957555,0.5509337860780985,0.5976230899830222,0.4028013582342954,0.5611205432937182,seen,0.5217391304347826,0.5623938879456706,seen,0.6376811594202898,0.6485568760611207,seen,0.6231884057971014,0.6502546689303905,seen,0.6956521739130435,0.6460101867572156,0.6086956521739131,0.5674872665534805
graphs,graph_ptc_mr,pyg_sage,344,206,69,69,2,0.4419,binary,PyG TUDataset (PTC_MR),0.5942028985507246,0.5362318840579711,0.5217391304347826,0.4782608695652174,0.6231884057971014,0.5823429541595926,0.48047538200339557,0.4872665534804754,0.44100169779286924,0.6307300509337861,unseen_encoders,0.5507246376811594,0.58616298811545,unseen_encoders,0.5652173913043478,0.5424448217317488,unseen_encoders,0.6086956521739131,0.5509337860780985,unseen_encoders,0.6231884057971014,0.5297113752122241,0.4492753623188406,0.5127334465195247
molecules,tdc_ames,chemberta_77m_mtr,5727,4000,727,1000,2,0.4741,,Therapeutics Data Commons (TOX),0.715,0.736,0.756,0.752,0.728,0.7806595671590517,0.7963267409334054,0.8244753071273168,0.8292192177454973,0.8079615906823052,unseen_tasks,0.773,0.8449150185666847,seen,0.76,0.8380608856390375,seen,0.767,0.8429724689601021,seen,0.763,0.84270255680424,0.747,0.8291251574487576
molecules,tdc_ames,chemberta_v2,5727,4000,727,1000,2,0.4741,,Therapeutics Data Commons (TOX),0.711,0.701,0.73,0.722,0.708,0.7673316320688358,0.7506584220771785,0.789133173021871,0.7916687114557261,0.7657694132273315,unseen_both,0.738,0.7966743550735307,unseen_encoders,0.726,0.7946336555920891,unseen_encoders,0.735,0.7956683188562269,unseen_encoders,0.726,0.7968011319952233,0.725,0.7909121395036889
molecules,tdc_ames,chemberta_zinc_base,5727,4000,727,1000,2,0.4741,,Therapeutics Data Commons (TOX),0.691,0.667,0.703,0.688,0.702,0.7476075968003141,0.7041149335034598,0.7586576368781797,0.7679348448414062,0.760825113281314,unseen_tasks,0.714,0.7758011483535359,seen,0.695,0.7705255925798695,seen,0.702,0.7719855719683957,seen,0.695,0.7709754461729728,0.704,0.7673193633344784
molecules,tdc_ames,pubchem10m_bpe,5727,4000,727,1000,2,0.4741,,Therapeutics Data Commons (TOX),0.758,0.743,0.776,0.773,0.749,0.8080065760416155,0.7960363808869477,0.83423304051954,0.8418253422976887,0.8210400615072551,unseen_tasks,0.772,0.8485179368896305,seen,0.782,0.850865354730006,seen,0.772,0.8485997284520128,seen,0.785,0.8533599973826701,0.773,0.8422036282737072
molecules,tdc_ames,smiles_bert,5727,4000,727,1000,2,0.4741,,Therapeutics Data Commons (TOX),0.675,0.645,0.658,0.681,0.679,0.7261291325186894,0.69066431106967,0.7261700282998806,0.7532921103858925,0.7436325268685284,unseen_tasks,0.713,0.777387904663755,seen,0.698,0.7708445796731609,seen,0.704,0.7702638595802456,seen,0.692,0.7696258853936628,0.705,0.776177389540495
molecules,tdc_b3db_classification,chemberta_77m_mtr,5616,4000,616,1000,2,0.3504,,Therapeutics Data Commons (ADME),0.866,0.825,0.87,0.831,0.849,0.8823611274914493,0.8798301686519636,0.9171836301450643,0.9177803986319142,0.9003231513150135,seen,0.875,0.9382898926760231,seen,0.876,0.9386201202972049,seen,0.876,0.9412808114164406,unseen_tasks,0.883,0.9431678263946219,0.874,0.9368793489798325
molecules,tdc_b3db_classification,chemberta_v2,5616,4000,616,1000,2,0.3504,,Therapeutics Data Commons (ADME),0.872,0.82,0.835,0.845,0.856,0.9147257931359829,0.8758815898101192,0.8952329284113691,0.9264984078311123,0.9126595117348744,unseen_encoders,0.886,0.9409788890199314,unseen_encoders,0.875,0.934501710107324,unseen_encoders,0.885,0.9341526123363605,unseen_both,0.884,0.9320250029484609,0.882,0.9332043873098242
molecules,tdc_b3db_classification,chemberta_zinc_base,5616,4000,616,1000,2,0.3504,,Therapeutics Data Commons (ADME),0.85,0.827,0.856,0.852,0.857,0.9011015449935134,0.8802877697841727,0.9027998584738764,0.9232881235994811,0.9098525769548296,seen,0.879,0.9293218539922161,seen,0.873,0.9242882415379172,seen,0.874,0.9243873098242718,unseen_tasks,0.855,0.9163533435546645,0.867,0.926179974053544
molecules,tdc_b3db_classification,pubchem10m_bpe,5616,4000,616,1000,2,0.3504,,Therapeutics Data Commons (ADME),0.886,0.833,0.866,0.856,0.873,0.9024318905531313,0.8862413020403349,0.9057011440028304,0.9356032551008373,0.918471517867673,seen,0.881,0.9386814482839958,seen,0.894,0.940776034909777,seen,0.872,0.9361858709753509,unseen_tasks,0.884,0.9375728269843141,0.874,0.932265597358179
molecules,tdc_b3db_classification,smiles_bert,5616,4000,616,1000,2,0.3504,,Therapeutics Data Commons (ADME),0.865,0.837,0.838,0.863,0.88,0.9232786885245902,0.8858214412076896,0.9018138931477768,0.9255643354169124,0.9271517867673074,seen,0.889,0.9443755159806582,seen,0.89,0.9397900695836772,seen,0.884,0.9413421394032314,unseen_tasks,0.884,0.9323882533317609,0.886,0.941752565160986
molecules,tdc_bbb_martins,chemberta_77m_mtr,2030,1421,203,406,2,0.236,,Therapeutics Data Commons (ADME),0.896551724137931,0.8448275862068966,0.854679802955665,0.8842364532019704,0.8694581280788177,0.8773061288305191,0.8565118824265167,0.8971622889305815,0.9144973420888056,0.8874687304565354,seen,0.8916256157635468,0.9115853658536586,seen,0.8842364532019704,0.9125625390869294,seen,0.8817733990147784,0.9099437148217637,seen,0.8866995073891626,0.9148686679174484,0.8916256157635468,0.9140087554721701
molecules,tdc_bbb_martins,chemberta_v2,2030,1421,203,406,2,0.236,,Therapeutics Data Commons (ADME),0.8448275862068966,0.8669950738916257,0.8817733990147784,0.8793103448275862,0.8866995073891626,0.8398999374609131,0.877775171982489,0.879416823014384,0.894543464665416,0.8678470919324578,unseen_encoders,0.8866995073891626,0.8904393370856786,unseen_encoders,0.8866995073891626,0.9027126328955598,unseen_encoders,0.8891625615763546,0.8988039399624765,unseen_encoders,0.8916256157635468,0.9029862414008755,0.8940886699507389,0.8902829893683551
molecules,tdc_bbb_martins,chemberta_zinc_base,2030,1421,203,406,2,0.236,,Therapeutics Data Commons (ADME),0.8571428571428571,0.8374384236453202,0.8669950738916257,0.8694581280788177,0.874384236453202,0.8226235146966854,0.8135944340212633,0.8789086929330833,0.8499843652282676,0.8494762351469669,seen,0.874384236453202,0.8878986866791745,seen,0.8866995073891626,0.8891494684177611,seen,0.8793103448275862,0.8835209505941214,seen,0.8842364532019704,0.8841854283927455,0.8768472906403941,0.8854362101313321
molecules,tdc_bbb_martins,pubchem10m_bpe,2030,1421,203,406,2,0.236,,Therapeutics Data Commons (ADME),0.8645320197044335,0.8571428571428571,0.8817733990147784,0.8768472906403941,0.8916256157635468,0.8697037210756724,0.867104440275172,0.9013836772983115,0.9085365853658536,0.8628830519074422,seen,0.896551724137931,0.9122889305816135,seen,0.8916256157635468,0.9072076297686054,seen,0.8940886699507389,0.9084974984365228,seen,0.8916256157635468,0.907989368355222,0.8916256157635468,0.9113117573483428
molecules,tdc_bbb_martins,smiles_bert,2030,1421,203,406,2,0.236,,Therapeutics Data Commons (ADME),0.8078817733990148,0.8152709359605911,0.8793103448275862,0.8866995073891626,0.8793103448275862,0.8526227329580987,0.847795497185741,0.8813711694809255,0.8958724202626641,0.8898139462163851,seen,0.8891625615763546,0.9082238899312071,seen,0.8866995073891626,0.904510631644778,seen,0.8817733990147784,0.8988430268918074,seen,0.8891625615763546,0.9007582864290181,0.8817733990147784,0.9011100687929957
molecules,tdc_bioavailability_ma,chemberta_77m_mtr,640,448,64,128,2,0.2313,,Therapeutics Data Commons (ADME),0.734375,0.7421875,0.75,0.6953125,0.765625,0.6873960758230795,0.69271699368141,0.701696042567343,0.6388427003658131,0.6814100432324577,seen,0.6328125,0.6341868972397738,seen,0.7265625,0.6388427003658131,seen,0.6640625,0.6461589624210177,seen,0.65625,0.642833388759561,0.6953125,0.6395078150981044
molecules,tdc_bioavailability_ma,chemberta_v2,640,448,64,128,2,0.2313,,Therapeutics Data Commons (ADME),0.71875,0.6640625,0.7734375,0.71875,0.734375,0.6697705354173594,0.6129032258064516,0.6152311273694713,0.6514798802793482,0.6704356501496509,unseen_encoders,0.734375,0.698703026272032,unseen_encoders,0.71875,0.6877286331892251,unseen_encoders,0.71875,0.6707682075157965,unseen_encoders,0.7265625,0.6953774526105753,0.71875,0.6398403724642501
molecules,tdc_bioavailability_ma,chemberta_zinc_base,640,448,64,128,2,0.2313,,Therapeutics Data Commons (ADME),0.6875,0.6953125,0.7265625,0.703125,0.703125,0.5989358164283339,0.6854007316262055,0.6617891586298636,0.6483205853009645,0.6491519787163286,seen,0.734375,0.6794146990355836,seen,0.71875,0.6654472896574659,seen,0.7109375,0.6697705354173595,seen,0.71875,0.6807449285001663,0.7109375,0.6508147655470569
molecules,tdc_bioavailability_ma,pubchem10m_bpe,640,448,64,128,2,0.2313,,Therapeutics Data Commons (ADME),0.71875,0.6953125,0.7734375,0.7890625,0.796875,0.694712337878284,0.6268706351845692,0.6953774526105753,0.6779181908879282,0.6348520119720652,seen,0.734375,0.698703026272032,seen,0.7578125,0.7110076488194214,seen,0.75,0.6900565347522448,seen,0.765625,0.7023611572996341,0.765625,0.6804123711340206
molecules,tdc_bioavailability_ma,smiles_bert,640,448,64,128,2,0.2313,,Therapeutics Data Commons (ADME),0.703125,0.6875,0.7578125,0.7421875,0.7109375,0.6865646824077154,0.6321915530428999,0.6933821084137014,0.5961090788160958,0.6185567010309279,seen,0.75,0.6787495843032925,seen,0.75,0.6671100764881942,seen,0.7421875,0.647821749251746,seen,0.7421875,0.647821749251746,0.7421875,0.5643498503491853
molecules,tdc_carcinogens_lagunin,chemberta_77m_mtr,280,196,28,56,2,0.2143,,Therapeutics Data Commons (TOX),0.8392857142857143,0.8392857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7838383838383839,0.8454545454545455,0.7929292929292929,0.8181818181818181,0.8272727272727273,seen,0.8214285714285714,0.7606060606060606,seen,0.8571428571428571,0.8191919191919192,seen,0.875,0.8151515151515152,seen,0.875,0.8313131313131313,0.8571428571428571,0.8212121212121213
molecules,tdc_carcinogens_lagunin,chemberta_v2,280,196,28,56,2,0.2143,,Therapeutics Data Commons (TOX),0.8392857142857143,0.875,0.8571428571428571,0.8214285714285714,0.8214285714285714,0.6919191919191919,0.8292929292929293,0.8313131313131313,0.8242424242424242,0.8373737373737374,unseen_encoders,0.75,0.7383838383838384,unseen_encoders,0.8571428571428571,0.8494949494949495,unseen_encoders,0.8571428571428571,0.8474747474747475,unseen_encoders,0.8571428571428571,0.8555555555555555,0.8214285714285714,0.8313131313131313
molecules,tdc_carcinogens_lagunin,chemberta_zinc_base,280,196,28,56,2,0.2143,,Therapeutics Data Commons (TOX),0.8214285714285714,0.8214285714285714,0.8571428571428571,0.8571428571428571,0.8392857142857143,0.6848484848484848,0.7565656565656566,0.7525252525252525,0.7929292929292929,0.704040404040404,seen,0.7321428571428571,0.702020202020202,seen,0.8571428571428571,0.8232323232323232,seen,0.8392857142857143,0.8090909090909091,seen,0.8392857142857143,0.8171717171717172,0.8571428571428571,0.8111111111111111
molecules,tdc_carcinogens_lagunin,pubchem10m_bpe,280,196,28,56,2,0.2143,,Therapeutics Data Commons (TOX),0.8392857142857143,0.8392857142857143,0.8392857142857143,0.8392857142857143,0.8392857142857143,0.7575757575757576,0.7464646464646465,0.8373737373737373,0.8343434343434343,0.7646464646464646,seen,0.8214285714285714,0.7101010101010101,seen,0.8392857142857143,0.8232323232323232,seen,0.8392857142857143,0.8111111111111111,seen,0.8392857142857143,0.8171717171717171,0.8571428571428571,0.7909090909090909
molecules,tdc_carcinogens_lagunin,smiles_bert,280,196,28,56,2,0.2143,,Therapeutics Data Commons (TOX),0.8035714285714286,0.875,0.8392857142857143,0.8392857142857143,0.8392857142857143,0.7757575757575758,0.8151515151515152,0.794949494949495,0.8424242424242424,0.7949494949494951,seen,0.8035714285714286,0.7242424242424242,seen,0.8392857142857143,0.8232323232323232,seen,0.8392857142857143,0.8171717171717172,seen,0.8392857142857143,0.8313131313131313,0.8214285714285714,0.8191919191919192
molecules,tdc_cav3_t-type_calcium_channels_butkiewicz,chemberta_77m_mtr,6000,4000,1000,1000,2,0.0077,,Therapeutics Data Commons (HTS),0.995,0.987,0.995,0.995,0.995,0.48391959798994977,0.7796984924623116,0.8393969849246231,0.8401005025125629,0.7917587939698492,unseen_tasks,0.995,0.732462311557789,seen,0.995,0.8156783919597991,seen,0.995,0.8830150753768845,seen,0.995,0.8689447236180905,0.994,0.7628140703517587
molecules,tdc_cav3_t-type_calcium_channels_butkiewicz,chemberta_v2,6000,4000,1000,1000,2,0.0077,,Therapeutics Data Commons (HTS),0.995,0.993,0.995,0.995,0.995,0.4904522613065327,0.8763819095477386,0.8030150753768844,0.852964824120603,0.8707537688442211,unseen_both,0.995,0.7674371859296483,unseen_encoders,0.995,0.8289447236180905,unseen_encoders,0.995,0.7945728643216081,unseen_encoders,0.995,0.8176884422110553,0.995,0.7736683417085427
molecules,tdc_cav3_t-type_calcium_channels_butkiewicz,chemberta_zinc_base,6000,4000,1000,1000,2,0.0077,,Therapeutics Data Commons (HTS),0.995,0.993,0.995,0.995,0.995,0.4879396984924623,0.5579899497487437,0.6852261306532663,0.6381909547738694,0.5873366834170854,unseen_tasks,0.995,0.6592964824120603,seen,0.995,0.5784924623115578,seen,0.995,0.6850251256281407,seen,0.995,0.6699497487437186,0.995,0.588140703517588
molecules,tdc_cav3_t-type_calcium_channels_butkiewicz,pubchem10m_bpe,6000,4000,1000,1000,2,0.0077,,Therapeutics Data Commons (HTS),0.994,0.987,0.995,0.995,0.995,0.492964824120603,0.7819095477386935,0.890854271356784,0.9318592964824121,0.8785929648241207,unseen_tasks,0.995,0.8188944723618091,seen,0.995,0.8494472361809045,seen,0.995,0.8651256281407036,seen,0.995,0.8757788944723619,0.995,0.7823115577889448
molecules,tdc_cav3_t-type_calcium_channels_butkiewicz,smiles_bert,6000,4000,1000,1000,2,0.0077,,Therapeutics Data Commons (HTS),0.995,0.994,0.995,0.995,0.995,0.4879396984924623,0.6076381909547739,0.6339698492462311,0.6484422110552763,0.6406030150753769,unseen_tasks,0.995,0.5620100502512563,seen,0.995,0.5853266331658292,seen,0.995,0.7041206030150754,seen,0.995,0.6613065326633165,0.995,0.637788944723618
molecules,tdc_clintox,chemberta_77m_mtr,1478,1034,147,297,2,0.0758,,Therapeutics Data Commons (TOX),0.9090909090909091,0.9023569023569024,0.9158249158249159,0.9191919191919192,0.9158249158249159,0.5552503052503052,0.7754120879120879,0.6784951159951159,0.7027625152625153,0.6690323565323565,seen,0.9158249158249159,0.6725427350427351,seen,0.9158249158249159,0.7037545787545787,seen,0.9158249158249159,0.672008547008547,seen,0.9191919191919192,0.69253663003663,0.9158249158249159,0.669490231990232
molecules,tdc_clintox,chemberta_v2,1478,1034,147,297,2,0.0758,,Therapeutics Data Commons (TOX),0.9191919191919192,0.9023569023569024,0.9158249158249159,0.9191919191919192,0.9124579124579124,0.5824175824175825,0.7415293040293041,0.6725427350427351,0.7157356532356531,0.725503663003663,unseen_encoders,0.9158249158249159,0.699557387057387,unseen_encoders,0.9191919191919192,0.7360347985347986,unseen_encoders,0.9191919191919192,0.6839896214896215,unseen_encoders,0.9191919191919192,0.7096306471306472,0.9191919191919192,0.7662545787545788
molecules,tdc_clintox,chemberta_zinc_base,1478,1034,147,297,2,0.0758,,Therapeutics Data Commons (TOX),0.9225589225589226,0.8653198653198653,0.9259259259259259,0.9124579124579124,0.9158249158249159,0.6134004884004884,0.7349664224664225,0.7302350427350427,0.6662851037851037,0.6981837606837606,seen,0.9158249158249159,0.694520757020757,seen,0.9191919191919192,0.7106990231990232,seen,0.9191919191919192,0.6629273504273504,seen,0.9191919191919192,0.6821581196581197,0.9225589225589226,0.7255036630036631
molecules,tdc_clintox,pubchem10m_bpe,1478,1034,147,297,2,0.0758,,Therapeutics Data Commons (TOX),0.9158249158249159,0.8888888888888888,0.9191919191919192,0.9225589225589226,0.9158249158249159,0.664072039072039,0.6969627594627594,0.6711691086691086,0.6192765567765567,0.6411782661782662,seen,0.9158249158249159,0.6591117216117216,seen,0.9158249158249159,0.704441391941392,seen,0.9158249158249159,0.671092796092796,seen,0.9191919191919192,0.6989468864468864,0.9225589225589226,0.6711691086691087
molecules,tdc_clintox,smiles_bert,1478,1034,147,297,2,0.0758,,Therapeutics Data Commons (TOX),0.9057239057239057,0.9023569023569024,0.9124579124579124,0.9057239057239057,0.9225589225589226,0.6663614163614164,0.7894536019536019,0.8280677655677656,0.8489010989010989,0.7845695970695971,seen,0.9191919191919192,0.8358516483516483,seen,0.9259259259259259,0.846535409035409,seen,0.9259259259259259,0.847603785103785,seen,0.9225589225589226,0.8459249084249085,0.9191919191919192,0.8427197802197802
molecules,tdc_cyp1a2_veith,chemberta_77m_mtr,6000,4000,1000,1000,2,0.464,,Therapeutics Data Commons (ADME),0.756,0.821,0.808,0.81,0.795,0.8312399246372869,0.8891040077442788,0.8988323579648868,0.9013384481841346,0.8893120152325484,seen,0.825,0.9084047025692925,seen,0.816,0.9061446212063634,seen,0.818,0.9030285090263249,seen,0.823,0.9082886983931421,0.824,0.9069926517354623
molecules,tdc_cyp1a2_veith,chemberta_v2,6000,4000,1000,1000,2,0.464,,Therapeutics Data Commons (ADME),0.793,0.805,0.802,0.812,0.817,0.8654751571056558,0.878031609137929,0.8941561896228264,0.8995523838858199,0.8997963926701362,unseen_encoders,0.828,0.9105287790360453,unseen_encoders,0.821,0.9082246960890592,unseen_encoders,0.824,0.9078646831285926,unseen_encoders,0.809,0.9075206707441467,0.819,0.9086727122176399
molecules,tdc_cyp1a2_veith,chemberta_zinc_base,6000,4000,1000,1000,2,0.464,,Therapeutics Data Commons (ADME),0.777,0.775,0.792,0.801,0.81,0.8678112412046834,0.8607109855954814,0.8828277818001448,0.8903920541139483,0.8929441459892556,seen,0.822,0.9074566684400639,seen,0.815,0.9057166057978088,seen,0.825,0.9065606361829026,seen,0.822,0.9051365849170571,0.814,0.9051525854930778
molecules,tdc_cyp1a2_veith,pubchem10m_bpe,6000,4000,1000,1000,2,0.464,,Therapeutics Data Commons (ADME),0.787,0.821,0.827,0.825,0.816,0.8634390838070171,0.8890600061602217,0.9012804460960595,0.9112108035889293,0.9011964430719507,seen,0.832,0.914496921889188,seen,0.837,0.915016940609862,seen,0.833,0.9125768527666995,seen,0.831,0.9139209011524416,0.837,0.9128208615510158
molecules,tdc_cyp1a2_veith,smiles_bert,6000,4000,1000,1000,2,0.464,,Therapeutics Data Commons (ADME),0.77,0.748,0.786,0.777,0.782,0.837604153749535,0.8344540403454525,0.8746194863015069,0.8659411738822598,0.8638510986395509,seen,0.795,0.8839718229856275,seen,0.795,0.8790036441311887,seen,0.792,0.8791636498913962,seen,0.791,0.8797956726442151,0.777,0.8781436131700742
molecules,tdc_cyp2c19_veith,chemberta_77m_mtr,6000,4000,1000,1000,2,0.4512,,Therapeutics Data Commons (ADME),0.737,0.785,0.806,0.801,0.781,0.7983336735633287,0.866687881007561,0.8714070711801176,0.8776032598036272,0.8584102853528985,seen,0.793,0.8750615416021231,unseen_tasks,0.801,0.8737766730309688,unseen_tasks,0.796,0.8714190792976051,seen,0.797,0.874721311606646,0.795,0.8768507511077488
molecules,tdc_cyp2c19_veith,chemberta_v2,6000,4000,1000,1000,2,0.4512,,Therapeutics Data Commons (ADME),0.724,0.741,0.774,0.769,0.771,0.7928199462836878,0.8147027390515988,0.8577638483614924,0.833521460507303,0.8459598688713571,unseen_encoders,0.777,0.8595250389263142,unseen_both,0.774,0.8533608719494379,unseen_both,0.768,0.8486777061293433,unseen_encoders,0.774,0.8572394938978749,0.758,0.8487017223643182
molecules,tdc_cyp2c19_veith,chemberta_zinc_base,6000,4000,1000,1000,2,0.4512,,Therapeutics Data Commons (ADME),0.707,0.733,0.745,0.751,0.75,0.7792948032870219,0.807529890205779,0.8273632975891704,0.8178348563629013,0.8309977544820298,seen,0.757,0.8429618422053308,unseen_tasks,0.75,0.8343159976143874,unseen_tasks,0.756,0.8326788909302687,seen,0.758,0.8358010014769984,0.741,0.8248896253867615
molecules,tdc_cyp2c19_veith,pubchem10m_bpe,6000,4000,1000,1000,2,0.4512,,Therapeutics Data Commons (ADME),0.75,0.803,0.791,0.8,0.773,0.825506042084449,0.8660754670157026,0.8665998214793199,0.8771909811032257,0.8502167465206479,seen,0.805,0.8816580008085466,unseen_tasks,0.803,0.8781836521488526,unseen_tasks,0.803,0.8748774171339826,seen,0.807,0.8806493189396032,0.796,0.8799408400078453
molecules,tdc_cyp2c19_veith,smiles_bert,6000,4000,1000,1000,2,0.4512,,Therapeutics Data Commons (ADME),0.722,0.734,0.745,0.758,0.757,0.7880287074062067,0.7970067765809687,0.8213392253163138,0.8232084889385224,0.8287202148652489,seen,0.774,0.8321105067025308,unseen_tasks,0.77,0.8323987015222291,unseen_tasks,0.757,0.8252979013813337,seen,0.765,0.830777605661427,0.754,0.8265707618350004
molecules,tdc_cyp2c9_substrate_carbonmangels,chemberta_77m_mtr,669,468,66,135,2,0.2108,,Therapeutics Data Commons (ADME),0.6962962962962963,0.6592592592592592,0.725925925925926,0.725925925925926,0.7037037037037037,0.6079761258817146,0.5729788388497016,0.582202930005426,0.6512479652740099,0.5973955507325013,seen,0.725925925925926,0.5889853499728703,seen,0.7333333333333333,0.6391752577319588,seen,0.725925925925926,0.6285946825827455,seen,0.7407407407407407,0.6405317417254476,0.725925925925926,0.6530113944655452
molecules,tdc_cyp2c9_substrate_carbonmangels,chemberta_v2,669,468,66,135,2,0.2108,,Therapeutics Data Commons (ADME),0.6592592592592592,0.6592592592592592,0.6888888888888889,0.725925925925926,0.7111111111111111,0.6540965816603364,0.5911557243624525,0.6462289744981009,0.5885784047748236,0.5949538795442213,unseen_encoders,0.725925925925926,0.6022788931090614,unseen_encoders,0.7185185185185186,0.6410743353228432,unseen_encoders,0.7185185185185186,0.6142159522517634,unseen_encoders,0.7111111111111111,0.6348345089527944,0.725925925925926,0.5925122083559413
molecules,tdc_cyp2c9_substrate_carbonmangels,chemberta_zinc_base,669,468,66,135,2,0.2108,,Therapeutics Data Commons (ADME),0.6814814814814815,0.6592592592592592,0.7111111111111111,0.7185185185185186,0.6888888888888889,0.5860010851871948,0.532555615843733,0.584644601193706,0.6034997287032013,0.6427021161150299,seen,0.6888888888888889,0.6058057514921323,seen,0.7111111111111111,0.6009224091155724,seen,0.7185185185185186,0.6071622354856213,seen,0.7111111111111111,0.5968529571351058,0.7111111111111111,0.5604991861096039
